web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1570308242-230,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,anonymous123,good,20-Jun-19,"this one was perfect and unlocked.
BTW, Can you send me a areceipt, either in email or in paper?",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
1570308274-375,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Daniyal,excellent phone work on every carrier,28-Jun-19,"bought it for my mother as a gift, she loves it",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews
1570308240-212,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,leo,"100% battery life phone (probably replaced), like new condition, saved 33% over going to apple.",16-Jul-19,"If you read the headline, that says it all.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1570308208-64,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,carlos jose lopez,Es super,12-Jul-19,Muy bonito y práctico buena resolución. buenas fotos y videos .,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1570308233-182,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jessie Mullin,Not fully unlocked as it says,15-Jul-19,"It said fully unlocked but then further down the page after comparisons when it says product description, you find it is NOT FULLY UNLOCKED! Not compatible with verizon which is what I have",1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews
1570308208-66,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Isabel Rodriguez,Good price good phone,26-Jul-19,It’s a good phone. I was hesitant but it’s turning out just fine. The battery life is good and it’s just like getting a new phone. I’m not a fan of iPhones but this was given to me as a gift so if you are an iPhone fan you will love this phone especially for the cost,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1570308221-128,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jerry Jean,Being fully unlocked,27-Aug-19,It was not unlocked,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1570308252-272,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vikky o,It works will fine,14-Jul-19,Came earlier than expected and I love the package,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews
1570308201-34,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MARCIN A CHWISTEK,Nope,23-Apr-19,Do NOT trust this,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1570308206-55,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Erik,Great Buy,19-Jun-19,The phone is like brand new and worked with cricket out of the box,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1570308216-110,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Don’t buy this phone with Networkstore,10-Sep-19,"This cellphone worked when I turned it on at first but the next day, the screen got blacked and blurred, I’m so mad that the product wasn’t reviewed correctly before selling it and also I bought a renewed iPhone but when I got the product the Warranty Information stated it was refurbished instead. This is the worst purchase I’ve ever done.",1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1570308197-15,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Eric,Nice outside bad insides,31-May-19,I love how it was super intact on the outside but I paid for 256gb it had like 64 and it kept turning off randomly and the battery percentage was going up and down...,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1570308250-265,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ruben Engelbrecht,"It does not disappoint, at all!",13-Aug-19,Lost my previous phone and got this one for an amazing price,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews
1570308274-371,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gervin L. Coulon Jr.,Great product,20-Jun-19,"Works great, looks new as if it came straight from. Apple",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews
1570308263-324,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,BobbieMac421,Apple sells a NEW iPhone XR for $599,11-Sep-19,This price is not updated for latest announcement from Apple,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews
1570308244-233,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Brendan,Not too shabby if I do say so.,22-Jul-19,I just got this for decently cheap and it works hella so far I’m just not used to the OLED screen.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
1570308235-191,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kim Truelove,IMEI #,30-Sep-19,I can't get the IMEI # to register. Says it's not valid. I'm not happy at all about this! I will be returning the phone.,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews
1570308269-351,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Donovan W.,Phone looked perfect,25-Aug-19,"The phone functioned and worked as designed.  No scratches, dents or cosmetic defects.  Having an issue with the mic on the device, callers are saying they can not hear me because my voice was going in and out.  Will be returning this device to purchase another and hopefully the mic on that device is working.",3.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews
1570308225-141,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Feldy,Hopefully it will not give me any problems since I bought it renewed,20-Jul-19,Personal Cell,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1570308197-17,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jaime B.,Mal producto,18-May-19,Pésimo el teléfono vino bloqueado con clave y con fotos de la persona anterior dentro del mismo,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1570308216-105,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,CJ,Awesome phone,31-May-19,Great value for the money. Will buy more,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1570308233-184,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Debbie Howey,Great product,24-Sep-19,My daughter loves this. It arrived quickly. She said the battery life is great.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews
1570308246-249,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jorey Muse,Love the battery life and good camera,9-Sep-19,Really good battery life. Came like new only a few scratches,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
1570308225-150,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,john v.,Works great for me. No problems whatsoever.,9-Aug-19,Everything worked perfectly for me. Came with a SIM card removal tool. Moved my old SIM card to the XR and followed the on screen instructions to effortlessly transfer everything from my old iPhone.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1570308240-211,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,mercedes D,It’s a good phone don’t worry,20-Jul-19,I like this phone I was not sure if I should get it because of the reviews. It turned out very well,3.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1570308210-77,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,D200,So far it’s a great iPhone XR,1-Sep-19,"It’s is nice phone I didn’t had any wrong with this product. Battery is great nothing wrong.

But why apple makes small screen size for iPhone XR ???",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1570308201-40,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Seth Oppong,Best Buy ever,13-Jun-19,This phone is so amazing. I saved money and it is awesome.it is practically brand new. A really great buy,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1570308225-148,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Love it,17-Jul-19,Great for phone,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1570308255-287,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Muy bueno,29-Jun-19,Muy bueno,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
1570308218-117,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kindle Customer,Great find,25-Jul-19,Great item not a single scratch. So happy with it that I bought my wife one too,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1570308261-318,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,VAN LE THI THANH,I like,23-Jul-19,Like IPhone,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews
1570308201-39,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dalice,It might as well be brand new,15-Jun-19,"After seeing a lot of upset customers on here, I was hesitant to buy a refurbished phone...I was wrong!!!  This phone looks brand new, not a scratch on it, works perfectly.  I have ZERO complaints!!!  If you’re on the fence, don’t be.  I received mine from Chubbies Tech and would not hesitate to buy one again.  This is my new way of buying phones instead of paying full price",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1570308257-295,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kiomars,Good quality,17-Jul-19,it was great recommend it,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews
1570308257-299,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,j,perfect!,18-Jul-19,everything was amazing,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews
1570308206-52,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Susana,Genial,13-Aug-19,"La verdad tenia muchas dudas, compre este celular para Ecuador, pero ya llevo una semana y parece completamente nuevo , bateria al 100 % , funciona a la perfeccion.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1570308194-8,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,chris crawford,theyre very good looking and not glitchy,3-Apr-19,i absolutly LOVED this IPhone XR it was wonderful!!!!!!!!!!!,5.0 out of 5 stars,,
1570308227-158,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mitali,Perfect,31-Aug-19,This phone is amazing I was kinda nervous because of bad reviews but it’s so good,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews
1570308252-274,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ana Santillan,Na,31-Jul-19,Unble to make calls,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews
1570308255-290,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Wesley,Thanks,1-Jul-19,Gift for my son,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
1570308231-180,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tyrell Estime,Everything Works Fine,16-Jun-19,It’s Functional and satisfaction legit seller.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
