web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1570308276-382,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jordanna L. Egan,Don't hesitate,18-Jul-19,Great phone. Shipping faster than quoted. No issues with it or the seller whatsoever. Don't hesitate. 90 day guarantee on renewed phones.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews
1570308231-175,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Susan k jusu,Everything,15-Aug-19,I love it love it,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
1570308227-153,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Best in class,8-Sep-19,What a phone,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews
1570308250-270,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Muy bonito,26-Jul-19,Como nuevo,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews
1570308252-278,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Haline,Not received the ear phone,1-Jul-19,Missed earphone,3.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews
1570308261-312,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Quan Tam,Iphone XR,24-Jul-19,No good :(,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews
1570308225-146,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Henry Sanchez,It’s a great phone,25-Jun-19,Excellent,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1570308242-226,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Leonora Gocaj,Not happy,27-Aug-19,I have a problem with the order it was or what I expected to be,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
1570308221-126,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,S. Broadway,Long battery life,18-Sep-19,I can go 2 days without charging,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1570308229-166,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chudear,NO COMPLAINTS,16-Aug-19,"this phone reached every one of my expectations, no difficulties at all",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews
1570308252-275,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,TreShure Williams,????,9-Aug-19,10-Sep,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews
1570308212-81,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,mnm,Great product!!,2-Aug-19,So I’m sure there is still time for something to go wrong but I was SO skeptica to order a phone from here... but the one I got is beautiful!!! Not a single scratch. The serial number is a genuine iPhone and the battery has 100% health!! I’m super happy with myself for making the decision to get this phone !,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1570308231-173,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Keisha,iPhone XR,26-Jul-19,Great place phone and seller!,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
1570308278-397,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ariel Dana,love it,1-Aug-19,BHestfj;sligj[s,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews
1570308212-89,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sherwayne,Great value for your money!!!,18-Aug-19,Was delivered on time. You can’t tell that this device wasn’t new cause I think it is!!! 100% battery life and it runs smoothly!! No complains.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1570308255-286,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cecilia,Excelente,31-Jul-19,"Excelente producto, súper satisfecha",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
1570308201-32,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ZHENGQINLONG,Its advantages can completely cover its shortcomings.,1-Jul-19,"I did not check for negative comments before I purchased. When I received the iPhone XR, it was not the original packaging. It comes with only a charger. It does not have a headphone cord. I am actually a bit disappointed. But because of its price, I think this is tolerable. Most importantly, this is an almost new phone. It looks so beautiful and runs so smoothly. To be honest, this is beyond my expectations. I am very satisfied with this phone. Although its battery display cycle is used 15 times. It has also passed the official Apple warranty period. But it is still worth the money.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1570308201-38,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DM,Could Not Ask For A Better Experience!,21-Jul-19,"The phone arrived in brand new condition in terms of both appearance and functionality. I did see some bad reviews which made me nervous, but I, fortunately, did not experience any issues. The phone was covered in protective plastic and safely packaged in the box with a charger as described and expected.

For those of you who’s worry that your phone may not be compatible with your carrier or SIM you can check directly through your carrier to see if the phone is compatible, and, if so, which SIM Card/Part is also compatible for the specific device with your carrier (not all SIM cards are created equally and an incompatible SIM could lead you to think that the phone itself is not compatible or “fully unlocked” when it is, actually).

Overall, 10/10 experience with this phone and vendor!

I hope that this helps alleviate some stress for someone and lead you to a positive new phone experience!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1570308223-137,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jason A.,0 problems after a couple of months:),23-Sep-19,"I love this phone, I’ve been meaning to get it replaced for a while and I thought this was gonna be crappy and lag a lot but I’ve had 0 problems like that. It’s been a few months now and the phone is still going great.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews
1570308248-251,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rick M.,Like new!,11-Aug-19,Condition of phone looked brand new - no issue or problems setting it up.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews
1570308223-131,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pedro,"Very good, I recommend",29-Jul-19,"Very good, I recommend",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews
1570308197-18,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Moctar  Thiam,"Strong battery, good price",26-May-19,"It arrived on time, I bought for my son, it has great battery life. Good as new, no complaints here.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1570308223-139,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lillian,It’s not a scam,14-Jul-19,The phone came fully unlocked and functioning. I’ve had I for about a month now and have had no problems with it.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews
1570308206-56,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jessica towns,It sucks that video quality is only 720p but it’s okay!,29-Jun-19,This clearly says that it doesn’t come with headphones so I don’t know why people are giving it a low rating when they don’t read the description so that’s on them! This phone is the best and I like it a lot,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1570308255-285,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alex,Perfect,25-Sep-19,It’s beautiful I love it,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
1570308216-107,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Martín Alanis,Les falto poner los audífonos,5-Sep-19,No venía con audífonos,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1570308231-171,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kim Austrup,Good Quality,21-Sep-19,Apple is the best,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
1570308276-385,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michael Piper,Referm,5-Sep-19,Not a mark on it,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews
1570308229-170,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,pash,Great phone and wonderful condition!,24-Sep-19,"Phone was pretty much brand new. No scratches or wear and tear either! Overall I’m very happy that I purchased this phone. Highly, highly recommend!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews
1570308229-164,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tracy Orozco,Really great deal!,15-Sep-19,I purchased the iPhone XR in white because my old iPhone 6S Plus kept glitching on me and I thought it was time for a newer model. It came in about 3 days and looks brand new. I am very impressed with their quality.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews
1570308269-355,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tiara,GREAT PHONE I LOVE IT!,19-Jul-19,I wasn’t sure about spending this kind of money on something I didn’t think was legit until I read the reviews myself. And I Amazon itself has never gave me no bs so I felt like I made the right choice and I did. I totally recommend buying this phone from them to anybody! I’ve worked my ass off this and I’m so happy thank you so much to whom ever??,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews
1570308257-296,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joselopez11,You will get it,23-Jul-19,All good !!,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews
1570308271-367,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jayla,Came In Great Condition!,30-Sep-19,"My iPhone Came In Really Good Condition Everthing Is Working Great, No Scratches Or Cracks! The Last Refurbished Phone I Bought Was Good But The Speaker Wasn’t Working Properly, This One Came With NO Problems Thank You Amazon Renewed! ??",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews
1570308276-384,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Olivia Marie Green,Love it,30-Jun-19,I love my new IPhone XR it’s perfect,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews
1570308231-176,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bruce Donaldson,So so,21-Sep-19,"Not what it showed as presentation.
ALWAYS ROOM FOR  IMPROVEMENT",3.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
1570308204-46,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DeBomb11,Blue tooth does  not work,18-Jun-19,Blue tooth failure should not happen for this age device and something easy to assess during renew phase. I am surprised that they missed this in their evaluation.,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1570308216-106,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jimmy,Why wasn’t the pin for the SIM card slot included?,1-Aug-19,It didn’t come with original box and manual. It didn’t even come with the pin so you can put your SIM card in. Very inconvenient,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1570308240-214,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tanate Overton,Amazing But Some Technical Issues,29-Sep-19,It’s A AMAZING Phone BUT The Screen Is VERY Delayed !!!! I Also Have To Press Down Hard On The Screen To Do Whatever I Wanted To Do .,3.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1570308263-326,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Saniyah Bryant,Amazing! Everything I wanted and more,5-Jul-19,"I am extremely satisfied!! I received a brand new phone, the battery health is 100%, I got an original iPhone box and a charger! If you are debating on whether or not to get this phone stop reading this and buy it right now before it sells out!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews
1570308225-142,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dario,Awesome phone!,30-Jul-19,"It is like a brand new iphone XR, it does not come with headphones but for the price is a great deal!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1570308214-93,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mishy,Phone is reported Lost/Stolen (Please don’t purchase)..,29-Sep-19,"This phone doesn’t work with my carrier , I wouldn’t advice anyone to purchased , Everytime I go to the store to have the issue fixed with metro all they asked is where did I purchase this phone cause it reported lost/stolen so now I have to return phone and get my refund .... Phone looks brand new though but just doesn’t works ... not good ... Sometimes it’s best to buy phone brand new cause I wouldn’t have this problem  ...",1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1570308227-151,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Autumn Rain,Great!,24-Jul-19,"only negative about it is that it didn't come with. headphones like a new iPhone would, but there than that wouldn't have even know it was refurbished.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews
1570308210-75,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stephen LuShing,Decent iphone,18-Sep-19,"We got this iphone to replace an old one. The condition was very good(a few scratches. It was able to start up and able to access our T-mobile sim card. We started working on the phone as it was fine. The only issue is that the battery is not new but the charge is reasonable (we always bring a spare power brick with us)

The vaue is ok as I would buy it again but knowing I may get a not good one. It is a gamble.",4.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1570308244-235,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Daniel,Amazon is the best!,9-Aug-19,Amazon only gives you value for money and lovely products.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
1570308194-5,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rissa,Good phone,21-May-19,I don’t know why everyone’s giving this seller a bad review. Excellent phone and fast shipping 5 stars for me . I will be back to buy more soon.,5.0 out of 5 stars,,
1570308233-187,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DocDoor,Would recommend this purchase,28-Jun-19,"All around wonderful product, like new condition, and no issues thus far (1week post receiving iPhone)",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews
1570308199-30,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Phone Not Unlocked,8-Jun-19,This phone is actually not fully unlocked!,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1570308244-237,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joe Zalis,Great deal,27-Jun-19,"Very pleased with item, no complaints at all, thank you",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
1570308278-392,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Harold R.,work,9-May-19,This phone is unlocked and works great my carriers that I have when I'm travelling through the countryside . I do not know what these other buyers are talking about saying it is locked. 100% recommend this product. ??,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews
1570308206-51,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lorena Cascante Kopper,Excelente,4-Jul-19,"El teléfono se ve y funciona realmente como si estuviera nuevo
Está precioso !!!!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
